

Run Date,Action,Symbol,Description,Type,Price ($),Quantity,Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date
03/16/2026,"YOU BOUGHT INVESTMENT MANAGERS SER TR II TRADR ... (LITX) (Cash)",LITX,"INVESTMENT MANAGERS SER TR II TRADR 2X ",Cash,27.07,10,,,,-270.7,140.64,03/17/2026
03/16/2026,"YOU BOUGHT INVESTMENT MANAGERS SER TR II TRADR ... (LITX) (Cash)",LITX,"INVESTMENT MANAGERS SER TR II TRADR 2X ",Cash,24.84,5,,,,-124.18,411.34,03/17/2026
03/16/2026,"YOU BOUGHT COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,249.54,1,,,,-249.54,535.52,03/17/2026
03/16/2026,"YOU BOUGHT APPLIED OPTOELECTRONICS INC (AAOI) (Margin)",AAOI,"APPLIED OPTOELECTRONICS INC",Margin,95.75,5,,,,-478.75,785.06,03/17/2026
03/16/2026,"YOU SOLD AXT INC (AXTI) (Margin)",AXTI,"AXT INC",Margin,49.8,-2,,,,99.6,1263.81,03/17/2026
03/12/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,17.97,5,,,,-89.85,1164.21,03/13/2026
03/11/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,18.09,5,,,,-90.45,1254.06,03/12/2026
03/06/2026,"YOU BOUGHT AXT INC (AXTI) (Margin)",AXTI,"AXT INC",Margin,35.83,3,,,,-107.49,1344.51,03/09/2026
03/05/2026,"YOU BOUGHT LIGHTWAVE LOGIC INC COM (LWLG) (Margin)",LWLG,"LIGHTWAVE LOGIC INC COM",Margin,4.31,50,,,,-215.25,1452.00,03/06/2026
03/05/2026,"YOU BOUGHT DIREXION SHARES ETF TRUST DAILY MSCI... (KORU) (Cash)",KORU,"DIREXION SHARES ETF TRUST DAILY MSCI SO",Cash,325.62,0.307,,,,-99.96,1667.25,03/06/2026
03/05/2026,"YOU BOUGHT CIENA CORP (CIEN) (Margin)",CIEN,"CIENA CORP",Margin,297.54,1,,,,-297.54,1767.21,03/06/2026
03/05/2026,"YOU BOUGHT AXT INC (AXTI) (Margin)",AXTI,"AXT INC",Margin,37.11,3,,,,-111.33,2064.75,03/06/2026
03/05/2026,"YOU BOUGHT TOWER SEMICONDUCTOR LTD ORD ILS1 (TSEM) (Margin)",TSEM,"TOWER SEMICONDUCTOR LTD ORD ILS1",Margin,118.17,2,,,,-236.34,2176.08,03/06/2026
03/04/2026,"YOU SOLD CLOSING TRANSACTION CALL (COHR) COHERENT CORP COM MAR 06 26 $300 (100 SHS) (Margin)", -COHR260306C300,"CALL (COHR) COHERENT CORP COM MAR 06 26 $300 (100 SHS)",Margin,10.49,-1,0.65,0.02,,1048.33,2412.42,03/05/2026
03/04/2026,"YOU SOLD OPENING TRANSACTION CALL (BMNR) BITMINE IMMERSION JAN 15 27 $42 (100 SHS) (Margin)", -BMNR270115C42,"CALL (BMNR) BITMINE IMMERSION JAN 15 27 $42 (100 SHS)",Margin,3.75,-1,0.65,0.02,,374.33,1364.09,03/05/2026
03/04/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (BMNR) BITMINE IMMERSION JAN 15 27 $45 (100 SHS) (Margin)", -BMNR270115C45,"CALL (BMNR) BITMINE IMMERSION JAN 15 27 $45 (100 SHS)",Margin,3.37,1,0.65,0.02,,-337.67,989.76,03/05/2026
03/04/2026,"YOU SOLD OPENING TRANSACTION CALL (OSCR) OSCAR HEALTH INC CL JAN 15 27 $35 (100 SHS) (Margin)", -OSCR270115C35,"CALL (OSCR) OSCAR HEALTH INC CL JAN 15 27 $35 (100 SHS)",Margin,0.97,-2,1.3,0.05,,192.65,1327.43,03/05/2026
03/04/2026,"YOU SOLD OPENING TRANSACTION CALL (OSCR) OSCAR HEALTH INC CL JAN 15 27 $20 (100 SHS) (Margin)", -OSCR270115C20,"CALL (OSCR) OSCAR HEALTH INC CL JAN 15 27 $20 (100 SHS)",Margin,2.98,-1,0.65,0.02,,297.33,1134.78,03/05/2026
03/04/2026,"YOU BOUGHT KASPI.KZ JSC SPONSORED ADS EACH REP ... (KSPI) (Margin)",KSPI,"KASPI.KZ JSC SPONSORED ADS EACH REP 1 C",Margin,72.51,2,,,,-145.02,837.45,03/05/2026
03/04/2026,"YOU BOUGHT INVESTMENT MANAGERS SER TR II TRADR ... (COHX) (Cash)",COHX,"INVESTMENT MANAGERS SER TR II TRADR 2X ",Cash,34.29,2,,,,-68.58,982.47,03/05/2026
03/04/2026,"YOU BOUGHT DIREXION SHARES ETF TRUST DAILY MSCI... (KORU) (Cash)",KORU,"DIREXION SHARES ETF TRUST DAILY MSCI SO",Cash,428.51,0.228,,,,-97.7,1051.05,03/05/2026
03/04/2026,"YOU BOUGHT DIREXION SHARES ETF TRUST DAILY SEMI... (SOXL) (Cash)",SOXL,"DIREXION SHARES ETF TRUST DAILY SEMICON",Cash,56.98,2,,,,-113.96,1148.75,03/05/2026
03/04/2026,"YOU BOUGHT AXT INC (AXTI) (Margin)",AXTI,"AXT INC",Margin,39,9,,,,-350.99,1262.71,03/05/2026
03/04/2026,"YOU BOUGHT AXT INC (AXTI) (Margin)",AXTI,"AXT INC",Margin,38.33,1,,,,-38.33,1613.70,03/05/2026
03/03/2026,"YOU BOUGHT OPENING TRANSACTION CALL (COHR) COHERENT CORP COM MAR 06 26 $300 (100 SHS) (Margin)", -COHR260306C300,"CALL (COHR) COHERENT CORP COM MAR 06 26 $300 (100 SHS)",Margin,4.12,1,0.65,0.02,,-412.67,1652.03,03/04/2026
03/02/2026,"YOU SOLD OPENING TRANSACTION CALL (BMNR) BITMINE IMMERSION JAN 15 27 $45 (100 SHS) (Margin)", -BMNR270115C45,"CALL (BMNR) BITMINE IMMERSION JAN 15 27 $45 (100 SHS)",Margin,3.05,-1,0.65,0.02,,304.33,2064.70,03/03/2026
03/02/2026,"YOU SOLD COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,284.42,-3,,,,853.25,1760.37,03/03/2026
02/27/2026,"REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,1,0.27,,,,-0.27,907.12,
02/27/2026,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,0.27,907.12,
02/27/2026,"YOU SOLD CLOSING TRANSACTION CALL (COHR) COHERENT CORP COM MAR 06 26 $285 (100 SHS) (Margin)", -COHR260306C285,"CALL (COHR) COHERENT CORP COM MAR 06 26 $285 (100 SHS)",Margin,2.81,-2,1.3,0.05,,560.65,906.85,03/02/2026
02/27/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,17.68,4,,,,-70.74,346.20,03/02/2026
02/27/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (BMNR) BITMINE IMMERSION JAN 15 27 $47 (100 SHS) (Margin)", -BMNR270115C47,"CALL (BMNR) BITMINE IMMERSION JAN 15 27 $47 (100 SHS)",Margin,2.31,1,0.65,0.02,,-231.67,416.94,03/02/2026
02/27/2026,"YOU SOLD INVESTMENT MANAGERS SER TR II TRADR ... (COHX) (Cash)",COHX,"INVESTMENT MANAGERS SER TR II TRADR 2X ",Cash,33.03,-10,,,,330.25,648.61,03/02/2026
02/27/2026,"YOU BOUGHT NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,90.91,1,,,,-90.91,318.36,03/02/2026
02/26/2026,"YOU BOUGHT OPENING TRANSACTION CALL (COHR) COHERENT CORP COM MAR 06 26 $285 (100 SHS) (Margin)", -COHR260306C285,"CALL (COHR) COHERENT CORP COM MAR 06 26 $285 (100 SHS)",Margin,2.12,1,0.65,0.02,,-212.67,409.27,02/27/2026
02/26/2026,"YOU BOUGHT OPENING TRANSACTION CALL (COHR) COHERENT CORP COM MAR 06 26 $285 (100 SHS) (Margin)", -COHR260306C285,"CALL (COHR) COHERENT CORP COM MAR 06 26 $285 (100 SHS)",Margin,2.6,1,0.65,0.02,,-260.67,621.94,02/27/2026
02/26/2026,"YOU BOUGHT INVESTMENT MANAGERS SER TR II TRADR ... (COHX) (Cash)",COHX,"INVESTMENT MANAGERS SER TR II TRADR 2X ",Cash,32.31,10,,,,-323.1,882.61,02/27/2026
02/25/2026,"YOU SOLD CLOSING TRANSACTION CALL (MA) MASTERCARD MAR 06 26 $525 (100 SHS) (Margin)", -MA260306C525,"CALL (MA) MASTERCARD MAR 06 26 $525 (100 SHS)",Margin,2.36,-1,0.65,0.02,,235.33,1205.71,02/26/2026
02/25/2026,"YOU SOLD CLOSING TRANSACTION CALL (PYPL) PAYPAL HLDGS INC COMFEB 27 26 $47 (100 SHS) (Margin)", -PYPL260227C47,"CALL (PYPL) PAYPAL HLDGS INC COMFEB 27 26 $47 (100 SHS)",Margin,1.75,-1,0.65,0.02,,174.33,970.38,02/26/2026
02/25/2026,"YOU SOLD OPENING TRANSACTION CALL (BMNR) BITMINE IMMERSION JAN 15 27 $47 (100 SHS) (Margin)", -BMNR270115C47,"CALL (BMNR) BITMINE IMMERSION JAN 15 27 $47 (100 SHS)",Margin,3,-1,0.65,0.02,,299.33,796.05,02/26/2026
02/25/2026,"YOU SOLD COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,274.12,-2,,,,548.24,496.72,02/26/2026
02/25/2026,"YOU SOLD NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,107.22,-0.505,,,,54.15,-51.52,02/26/2026
02/25/2026,"YOU SOLD NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,107.22,-1,,,,107.22,-105.67,02/26/2026
02/24/2026,"YOU SOLD VELO3D INC COM NEW (VELO) (Margin)",VELO,"VELO3D INC COM NEW",Margin,9.58,-10,,,,95.82,-212.89,02/25/2026
02/24/2026,"YOU BOUGHT OPENING TRANSACTION CALL (PYPL) PAYPAL HLDGS INC COMFEB 27 26 $47 (100 SHS) (Margin)", -PYPL260227C47,"CALL (PYPL) PAYPAL HLDGS INC COMFEB 27 26 $47 (100 SHS)",Margin,1.42,1,0.65,0.02,,-142.67,-308.71,02/25/2026
02/24/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (OSCR) OSCAR HEALTH INC CL JAN 15 27 $25 (100 SHS) (Margin)", -OSCR270115C25,"CALL (OSCR) OSCAR HEALTH INC CL JAN 15 27 $25 (100 SHS)",Margin,1,2,1.3,0.05,,-201.35,-166.04,02/25/2026
02/24/2026,"YOU SOLD INVESTMENT MANAGERS SER TR II TRADR ... (COHX) (Cash)",COHX,"INVESTMENT MANAGERS SER TR II TRADR 2X ",Cash,33.06,-1,,,,33.06,35.31,02/25/2026
02/23/2026,"YOU BOUGHT OPENING TRANSACTION CALL (MA) MASTERCARD MAR 06 26 $525 (100 SHS) (Margin)", -MA260306C525,"CALL (MA) MASTERCARD MAR 06 26 $525 (100 SHS)",Margin,1.92,1,0.65,0.02,,-192.67,2.25,02/24/2026
02/23/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,17.96,2,,,,-35.92,194.92,02/24/2026
02/23/2026,"YOU BOUGHT INVESTMENT MANAGERS SER TR II TRADR ... (COHX) (Cash)",COHX,"INVESTMENT MANAGERS SER TR II TRADR 2X ",Cash,30.65,1,,,,-30.65,230.84,02/24/2026
02/20/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,18.82,5,,,,-94.08,263.62,02/23/2026
02/20/2026,"YOU SOLD ROBINHOOD MKTS INC COM CL A (HOOD) (Margin)",HOOD,"ROBINHOOD MKTS INC COM CL A",Margin,76.51,-4,,,,306.04,357.70,02/23/2026
02/20/2026,"YOU BOUGHT OSCAR HEALTH INC CL A (OSCR) (Margin)",OSCR,"OSCAR HEALTH INC CL A",Margin,13.16,5,,,,-65.78,51.66,02/23/2026
02/20/2026,"YOU SOLD COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,247.61,-1,,,,247.61,117.44,02/23/2026
02/20/2026,"YOU BOUGHT BITMINE IMMERSION TECNOLOGIES COM NEW (BMNR) (Margin)",BMNR,"BITMINE IMMERSION TECNOLOGIES COM NEW",Margin,20.06,1,,,,-20.06,-130.17,02/23/2026
02/20/2026,"YOU BOUGHT NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,100.12,1,,,,-100.12,-110.11,02/23/2026
02/18/2026,"YOU BOUGHT VELO3D INC COM NEW (VELO) (Margin)",VELO,"VELO3D INC COM NEW",Margin,8.88,10,,,,-88.75,-9.99,02/19/2026
02/17/2026,"YOU SOLD STARFIGHTERS SPACE INC COMMON STOCK (FJET) (Margin)",FJET,"STARFIGHTERS SPACE INC COMMON STOCK",Margin,6.94,-0.979,,,,6.79,78.76,02/18/2026
02/17/2026,"YOU SOLD STARFIGHTERS SPACE INC COMMON STOCK (FJET) (Margin)",FJET,"STARFIGHTERS SPACE INC COMMON STOCK",Margin,6.95,-6,,,,41.7,71.97,02/18/2026
02/12/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,19.23,10,,,,-192.25,30.27,02/13/2026
02/12/2026,"YOU BOUGHT ROBINHOOD MKTS INC COM CL A (HOOD) (Margin)",HOOD,"ROBINHOOD MKTS INC COM CL A",Margin,71.17,2,,,,-142.34,222.52,02/13/2026
02/11/2026,"YOU SOLD CLOSING TRANSACTION CALL (COHR) COHERENT CORP COM FEB 13 26 $242.5 (100 SHS) (Margin)", -COHR260213C242.5,"CALL (COHR) COHERENT CORP COM FEB 13 26 $242.5 (100 SHS)",Margin,4.35,-1,0.65,0.02,,434.33,364.86,02/12/2026
02/11/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,20.57,2,,,,-41.13,-69.47,02/12/2026
02/11/2026,"YOU SOLD OPENING TRANSACTION CALL (OSCR) OSCAR HEALTH INC CL JAN 15 27 $25 (100 SHS) (Margin)", -OSCR270115C25,"CALL (OSCR) OSCAR HEALTH INC CL JAN 15 27 $25 (100 SHS)",Margin,1.76,-2,1.3,0.05,,350.65,-28.34,02/12/2026
02/10/2026,"YOU BOUGHT OPENING TRANSACTION CALL (COHR) COHERENT CORP COM FEB 13 26 $242.5 (100 SHS) (Margin)", -COHR260213C242.5,"CALL (COHR) COHERENT CORP COM FEB 13 26 $242.5 (100 SHS)",Margin,3.2,1,0.65,0.02,,-320.67,-378.99,02/11/2026
02/10/2026,"YOU BOUGHT ROBINHOOD MKTS INC COM CL A (HOOD) (Margin)",HOOD,"ROBINHOOD MKTS INC COM CL A",Margin,80,2,,,,-160,-58.32,02/11/2026
02/10/2026,"YOU SOLD CREDO TECHNOLOGY GROUP HOLDING LTD C... (CRDO) (Margin)",CRDO,"CREDO TECHNOLOGY GROUP HOLDING LTD COM ",Margin,139.03,-0.936,,,,130.13,101.68,02/11/2026
02/10/2026,"YOU SOLD CREDO TECHNOLOGY GROUP HOLDING LTD C... (CRDO) (Margin)",CRDO,"CREDO TECHNOLOGY GROUP HOLDING LTD COM ",Margin,139,-8,,,,1112,-28.45,02/11/2026
02/05/2026,"YOU BOUGHT AMAZON.COM INC (AMZN) (Margin)",AMZN,"AMAZON.COM INC",Margin,203,2,,,,-406,-1140.45,02/06/2026
02/05/2026,"YOU BOUGHT NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,75.36,5,,,,-376.78,-734.45,02/06/2026
02/04/2026,"YOU BOUGHT COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,181.08,2,,,,-362.16,-357.67,02/05/2026
02/04/2026,"YOU BOUGHT COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,215.64,1,,,,-215.64,4.49,02/05/2026
02/04/2026,"YOU BOUGHT NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,81.09,0.123,,,,-9.97,220.13,02/05/2026
02/04/2026,"YOU BOUGHT CREDO TECHNOLOGY GROUP HOLDING LTD C... (CRDO) (Margin)",CRDO,"CREDO TECHNOLOGY GROUP HOLDING LTD COM ",Margin,100.66,1,,,,-100.66,230.10,02/05/2026
02/03/2026,"FEE CHARGED as of Jan-09-2026 KASPI.KZ JSC SPONSORED ADS EACH REP ... (KSPI) (Margin)",KSPI,"KASPI.KZ JSC SPONSORED ADS EACH REP 1 C",Margin,,0.000,,,,-0.75,5.76,
02/03/2026,"YOU BOUGHT AMAZON.COM INC (AMZN) (Margin)",AMZN,"AMAZON.COM INC",Margin,236.71,0.422,,,,-99.89,6.51,02/04/2026
02/02/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,22.53,5,,,,-112.64,106.40,02/03/2026
02/02/2026,"YOU BOUGHT OSCAR HEALTH INC CL A (OSCR) (Margin)",OSCR,"OSCAR HEALTH INC CL A",Margin,14.15,5,,,,-70.73,219.04,02/03/2026
02/02/2026,"YOU SOLD COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,226.56,-0.241,,,,54.6,289.77,02/03/2026
02/02/2026,"YOU SOLD COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,226.17,-1,,,,226.17,235.17,02/03/2026
01/30/2026,"DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)",SPAXX,"FIDELITY GOVERNMENT MONEY MARKET",Cash,,0.000,,,,1.95,9.00,
01/30/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,22.5,5,,,,-112.48,7.05,02/02/2026
01/30/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,23,2,,,,-46,119.53,02/02/2026
01/30/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,23.01,0.608,,,,-13.99,165.53,02/02/2026
01/30/2026,"YOU BOUGHT NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,85.29,1,,,,-85.29,179.52,02/02/2026
01/30/2026,"YOU BOUGHT NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,87.59,0.685,,,,-60,264.81,02/02/2026
01/29/2026,"YOU BOUGHT OPENING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $100 (100 SHS) (Margin)", -HOOD260206C100,"CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $100 (100 SHS)",Margin,4.15,1,0.65,0.02,,-415.67,-75.19,01/30/2026
01/29/2026,"YOU SOLD CLOSING TRANSACTION CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $100 (100 SHS) (Margin)", -HOOD260206C100,"CALL (HOOD) ROBINHOOD MKTS INC FEB 06 26 $100 (100 SHS)",Margin,4.55,-1,0.65,0.02,,454.33,340.48,01/30/2026
01/29/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (BMNR) BITMINE IMMERSION JAN 15 27 $80 (100 SHS) (Margin)", -BMNR270115C80,"CALL (BMNR) BITMINE IMMERSION JAN 15 27 $80 (100 SHS)",Margin,2.95,1,0.65,0.02,,-295.67,-113.85,01/30/2026
01/29/2026,"YOU BOUGHT COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,212.01,0.141,,,,-29.89,181.82,01/30/2026
01/29/2026,"YOU BOUGHT NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,92.67,0.215,,,,-19.92,211.71,01/30/2026
01/29/2026,"YOU BOUGHT CREDO TECHNOLOGY GROUP HOLDING LTD C... (CRDO) (Margin)",CRDO,"CREDO TECHNOLOGY GROUP HOLDING LTD COM ",Margin,125.15,2,,,,-250.3,231.63,01/30/2026
01/28/2026,"YOU BOUGHT SOFI TECHNOLOGIES INC COM (SOFI) (Margin)",SOFI,"SOFI TECHNOLOGIES INC COM",Margin,24.82,5,,,,-124.12,81.93,01/29/2026
01/27/2026,"YOU SOLD OPENING TRANSACTION CALL (BMNR) BITMINE IMMERSION JAN 15 27 $80 (100 SHS) (Margin)", -BMNR270115C80,"CALL (BMNR) BITMINE IMMERSION JAN 15 27 $80 (100 SHS)",Margin,3.45,-1,0.65,0.02,,344.33,206.05,01/28/2026
01/27/2026,"YOU SOLD CLOSING TRANSACTION CALL (AMD) ADVANCED MICRO MAR 20 26 $350 (100 SHS) (Margin)", -AMD260320C350,"CALL (AMD) ADVANCED MICRO MAR 20 26 $350 (100 SHS)",Margin,2.44,-1,0.65,0.02,,243.33,-138.28,01/28/2026
01/27/2026,"YOU BOUGHT OPENING TRANSACTION CALL (OSCR) OSCAR HEALTH INC CL JAN 15 27 $30 (100 SHS) (Margin)", -OSCR270115C30,"CALL (OSCR) OSCAR HEALTH INC CL JAN 15 27 $30 (100 SHS)",Margin,1.6,1,0.65,0.02,,-160.67,-381.61,01/28/2026
01/27/2026,"YOU BOUGHT OSCAR HEALTH INC CL A (OSCR) (Margin)",OSCR,"OSCAR HEALTH INC CL A",Margin,15.22,15,,,,-228.3,-220.94,01/28/2026
01/26/2026,"YOU BOUGHT CLOSING TRANSACTION CALL (BMNR) BITMINE IMMERSION JAN 15 27 $75 (100 SHS) (Margin)", -BMNR270115C75,"CALL (BMNR) BITMINE IMMERSION JAN 15 27 $75 (100 SHS)",Margin,3.5,1,0.65,0.02,,-350.67,7.36,01/27/2026
01/26/2026,"YOU BOUGHT OPENING TRANSACTION CALL (AMD) ADVANCED MICRO MAR 20 26 $350 (100 SHS) (Margin)", -AMD260320C350,"CALL (AMD) ADVANCED MICRO MAR 20 26 $350 (100 SHS)",Margin,2.32,1,0.65,0.02,,-232.67,358.03,01/27/2026
01/23/2026,"YOU SOLD JAKKS PAC INC COM NEW (JAKK) (Margin)",JAKK,"JAKKS PAC INC COM NEW",Margin,18.91,-0.175,,,,3.31,590.70,01/26/2026
01/23/2026,"YOU SOLD JAKKS PAC INC COM NEW (JAKK) (Margin)",JAKK,"JAKKS PAC INC COM NEW",Margin,18.89,-20,,,,377.8,587.39,01/26/2026
01/22/2026,"YOU BOUGHT CREDO TECHNOLOGY GROUP HOLDING LTD C... (CRDO) (Margin)",CRDO,"CREDO TECHNOLOGY GROUP HOLDING LTD COM ",Margin,134.76,5,,,,-673.8,209.59,01/23/2026
01/22/2026,"YOU BOUGHT CREDO TECHNOLOGY GROUP HOLDING LTD C... (CRDO) (Margin)",CRDO,"CREDO TECHNOLOGY GROUP HOLDING LTD COM ",Margin,134.77,0.936,,,,-126.14,883.39,01/23/2026
01/21/2026,"YOU BOUGHT OSCAR HEALTH INC CL A (OSCR) (Margin)",OSCR,"OSCAR HEALTH INC CL A",Margin,14.83,25,,,,-370.87,1009.53,01/22/2026
01/21/2026,"YOU BOUGHT KASPI.KZ JSC SPONSORED ADS EACH REP ... (KSPI) (Margin)",KSPI,"KASPI.KZ JSC SPONSORED ADS EACH REP 1 C",Margin,74.42,1,,,,-74.42,1380.40,01/22/2026
01/21/2026,"YOU BOUGHT KASPI.KZ JSC SPONSORED ADS EACH REP ... (KSPI) (Margin)",KSPI,"KASPI.KZ JSC SPONSORED ADS EACH REP 1 C",Margin,74.43,0.343,,,,-25.53,1454.82,01/22/2026
01/21/2026,"YOU SOLD JAKKS PAC INC COM NEW (JAKK) (Margin)",JAKK,"JAKKS PAC INC COM NEW",Margin,18.87,-35,,,,660.45,1480.35,01/22/2026
01/21/2026,"YOU BOUGHT HIMS &HERS HEALTH INC COM CL A (HIMS) (Margin)",HIMS,"HIMS &HERS HEALTH INC COM CL A",Margin,27.98,7,,,,-195.83,819.90,01/22/2026
01/21/2026,"YOU BOUGHT HIMS &HERS HEALTH INC COM CL A (HIMS) (Margin)",HIMS,"HIMS &HERS HEALTH INC COM CL A",Margin,27.98,0.149,,,,-4.17,1015.73,01/22/2026
01/21/2026,"YOU BOUGHT COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,196.81,0.203,,,,-39.95,1019.90,01/22/2026
01/21/2026,"YOU SOLD COHERENT CORP COM (COHR) (Margin)",COHR,"COHERENT CORP COM",Margin,206.72,-0.483,,,,99.84,1059.85,01/22/2026
01/21/2026,"YOU BOUGHT NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,97.99,0.408,,,,-39.98,960.01,01/22/2026
01/20/2026,"YOU BOUGHT UBER TECHNOLOGIES INC COM (UBER) (Margin)",UBER,"UBER TECHNOLOGIES INC COM",Margin,83.02,0.24,,,,-19.92,999.99,01/21/2026
01/20/2026,"YOU SOLD CLOSING TRANSACTION CALL (COHR) COHERENT CORP COM JAN 23 26 $200 (100 SHS) (Margin)", -COHR260123C200,"CALL (COHR) COHERENT CORP COM JAN 23 26 $200 (100 SHS)",Margin,4.5,-1,0.65,0.02,,449.33,1019.91,01/21/2026
01/20/2026,"YOU BOUGHT KASPI.KZ JSC SPONSORED ADS EACH REP ... (KSPI) (Margin)",KSPI,"KASPI.KZ JSC SPONSORED ADS EACH REP 1 C",Margin,77.73,0.514,,,,-39.95,570.58,01/21/2026
01/20/2026,"YOU BOUGHT JAKKS PAC INC COM NEW (JAKK) (Margin)",JAKK,"JAKKS PAC INC COM NEW",Margin,18.48,5,,,,-92.4,610.53,01/21/2026
01/20/2026,"YOU BOUGHT JAKKS PAC INC COM NEW (JAKK) (Margin)",JAKK,"JAKKS PAC INC COM NEW",Margin,18.99,1,,,,-18.99,702.93,01/21/2026
01/20/2026,"YOU BOUGHT JAKKS PAC INC COM NEW (JAKK) (Margin)",JAKK,"JAKKS PAC INC COM NEW",Margin,18.99,0.053,,,,-1.01,721.92,01/21/2026
01/20/2026,"YOU BOUGHT AMAZON.COM INC (AMZN) (Margin)",AMZN,"AMAZON.COM INC",Margin,231.2,0.216,,,,-49.94,722.93,01/21/2026
01/20/2026,"YOU BOUGHT AMAZON.COM INC (AMZN) (Margin)",AMZN,"AMAZON.COM INC",Margin,234.72,0.127,,,,-29.81,772.87,01/21/2026
01/20/2026,"YOU BOUGHT NEBIUS GROUP N V COM USD0.01 CL A (NBIS) (Margin)",NBIS,"NEBIUS GROUP N V COM USD0.01 CL A",Margin,100.54,1,,,,-100.54,802.68,01/21/2026
